名称,面积,朝向,房型,租金
整租·保利首铸天际3室2厅西南,95.00,南,3室2厅2卫,3500
整租·东湖花园2室2厅南,95.00,南,3室2厅2卫,2200
整租·平苑小区2室1厅东/东北,95.00,南,3室2厅2卫,2500
整租·海霞新都会1室1厅南/北,95.00,南,3室2厅2卫,1000
整租·紫荆花园一期别墅4室2厅东南,95.00,南,3室2厅2卫,2600
整租·汇景凯伦湾花园3室2厅南,95.00,南,3室2厅2卫,1500
整租·王洲湾1号3室2厅南,95.00,南,3室2厅2卫,2200
整租·信鸿御江东岸4室2厅南,95.00,南,3室2厅2卫,4000
整租·万科城市之光3室2厅南,95.00,南,3室2厅2卫,3100
整租·怡丰公寓1室1厅南,95.00,南,3室2厅2卫,2200
整租·光大江与城4室2厅南,95.00,南,3室2厅2卫,3800
整租·中海·十里溪境1室1厅南,95.00,南,3室2厅2卫,1500
整租·华凯豪庭1室0厅南,95.00,南,3室2厅2卫,3200
整租·碧桂园ParkRoyal1室2厅西南,95.00,南,3室2厅2卫,2000
整租·恒大御景1室1厅东南/南,95.00,南,3室2厅2卫,2100
整租·碧桂园·万象松湖2室1厅东南,95.00,南,3室2厅2卫,1500
整租·怡丰翠云轩3室1厅北,95.00,南,3室2厅2卫,2800
整租·虎门碧桂园一期2室1厅东,95.00,南,3室2厅2卫,1600
整租·佳兆业时代芳华3室2厅南,95.00,南,3室2厅2卫,2300
整租·碧桂园十里江湾3室2厅南,95.00,南,3室2厅2卫,2000
整租·星河时代花园1室1厅南,95.00,南,3室2厅2卫,1600
整租·保利心语花园2室2厅南,95.00,南,3室2厅2卫,1800
整租·碧桂园天麓山一期3室2厅东南,95.00,南,3室2厅2卫,2300
整租·汇景御泉香山4室2厅东南,95.00,南,3室2厅2卫,2800
整租·城市假日三期1室2厅南,95.00,南,3室2厅2卫,1300
整租·中惠香樟半岛花园1室1厅南,54.00,南,1室1厅1卫,1300
整租·丰泰东海城堡3室2厅东南,54.00,南,1室1厅1卫,2000
整租·卓越弥敦道御府2室1厅南,54.00,南,1室1厅1卫,1400
整租·万科四季花城3室2厅南,54.00,南,1室1厅1卫,2800
整租·香港街1室1厅南,54.00,南,1室1厅1卫,1700
整租·万辉花园2室2厅南,54.00,南,1室1厅1卫,1700
整租·帝豪花園2室2厅南,54.00,南,1室1厅1卫,1200
整租·百悦尚城二期恒大雅苑3室2厅东/东南,54.00,南,1室1厅1卫,3500
整租·万辉花园2室2厅南,54.00,南,1室1厅1卫,1600
整租·万辉花园2室2厅南,54.00,南,1室1厅1卫,1600
整租·新世纪领居D区1室1厅东南,54.00,南,1室1厅1卫,1200
整租·星城翠珑湾四期3室2厅南,54.00,南,1室1厅1卫,3500
整租·双御思朗广场2室2厅西南,54.00,南,1室1厅1卫,3600
整租·碧桂园城央壹品3室2厅南,54.00,南,1室1厅1卫,3000
整租·岳翠园4室2厅西南,54.00,南,1室1厅1卫,1900
整租·松湖碧桂园一期4室2厅西南,54.00,南,1室1厅1卫,3600
整租·恒大滨江左岸1室1厅南,54.00,南,1室1厅1卫,1500
整租·万科金域松湖花园一期2室1厅西北,54.00,南,1室1厅1卫,2400
整租·卓越弥敦道御府3室2厅南,54.00,南,1室1厅1卫,2600
整租·星城翠珑湾五期2室2厅南,54.00,南,1室1厅1卫,2800
整租·世纪城幸福公馆4室2厅南,54.00,南,1室1厅1卫,4200
整租·新中银·金色华庭3室2厅南,54.00,南,1室1厅1卫,3500
整租·绿地大都会4室2厅东南,54.00,南,1室1厅1卫,2600
整租·卓越弥敦道御府2室1厅北,54.00,南,1室1厅1卫,1300
整租·月荷居3室2厅西北,54.00,南,1室1厅1卫,3600
整租·丹桂丽社2室1厅北,54.00,南,1室1厅1卫,1800
整租·招商·保利依城大观3室2厅南,54.00,南,1室1厅1卫,3500
整租·莞城城市花园4室2厅东/西,54.00,南,1室1厅1卫,3500
整租·万科运河东1号2室2厅西南,54.00,南,1室1厅1卫,2300
整租·天健阅江来3室2厅东南,54.00,南,1室1厅1卫,900
整租·中惠香樟绿洲1室1厅南,45.14,南,1室1厅1卫,1500
整租·中惠香樟绿洲4室2厅复式南,45.14,南,1室1厅1卫,4000
整租·东泰花园兴华苑1室1厅南,45.14,南,1室1厅1卫,1500
整租·御湖半山3室2厅南,45.14,南,1室1厅1卫,2600
整租·中正SOHO1室1厅复式南,45.14,南,1室1厅1卫,2500
整租·理想07691室1厅西,45.14,南,1室1厅1卫,1200
整租·凯悦美景3室2厅东南,45.14,南,1室1厅1卫,2500
整租·盛世华南3室2厅南,45.14,南,1室1厅1卫,2300
整租·新世纪华庭1室1厅东南,45.14,南,1室1厅1卫,1200
整租·恒大御景2室2厅南,45.14,南,1室1厅1卫,2600
整租·万科虹溪诺雅2室2厅东南,45.14,南,1室1厅1卫,3200
整租·合正上东国际2室2厅南,45.14,南,1室1厅1卫,2500
整租·保利中央公馆3室2厅东南,45.14,南,1室1厅1卫,2000
整租·三正卧龙山4室2厅南,45.14,南,1室1厅1卫,4500
整租·希尔顿广场2室2厅东,45.14,南,1室1厅1卫,2300
整租·万科虹溪诺雅2室2厅东南,45.14,南,1室1厅1卫,3500
整租·卓越华堂时光2室2厅南,45.14,南,1室1厅1卫,1850
整租·碧桂园东江月1室1厅南,45.14,南,1室1厅1卫,1800
整租·明苑大厦1室0厅南,45.14,南,1室1厅1卫,1680
整租·中惠松湖城二期3室2厅北,45.14,南,1室1厅1卫,2000
整租·星河时代花园3室2厅南,45.14,南,1室1厅1卫,2400
整租·江滨花园五期1室1厅东南,45.14,南,1室1厅1卫,900
整租·万科首铸东江之星0室0厅东南,45.14,南,1室1厅1卫,550
整租·东骏豪苑4室2厅西南,45.14,南,1室1厅1卫,4000
整租·万科首铸东江之星3室2厅南,45.14,南,1室1厅1卫,3600
整租·锦绣山河四期4室2厅东南/西北,45.14,南,1室1厅1卫,8000
整租·北大资源·公馆18983室2厅南,45.14,南,1室1厅1卫,2800
整租·新中银·金色华庭1室1厅南,45.14,南,1室1厅1卫,1700
整租·江滨花园二期3室2厅东南,45.14,南,1室1厅1卫,1500
整租·万科首铸东江之星1室0厅南,45.14,南,1室1厅1卫,7000
整租·新中银·金色华庭1室0厅东南,33.00,南,1室0厅1卫,1300
整租·中信观澜凯旋城3室2厅南,33.00,南,1室0厅1卫,2200
整租·新世纪领居A区3室2厅北,33.00,南,1室0厅1卫,2800
整租·南部湾万科城4室2厅南,33.00,南,1室0厅1卫,4500
整租·时代倾城2室1厅北,33.00,南,1室0厅1卫,1200
整租·翡翠松山湖4室2厅南,33.00,南,1室0厅1卫,20000
整租·万科珠江东岸六期3室2厅南,33.00,南,1室0厅1卫,1800
整租·万科翡丽山3室2厅东南,33.00,南,1室0厅1卫,2800
整租·碧桂园莞佳·云麓半山2室1厅复式北,33.00,南,1室0厅1卫,1600
整租·锦绣山河一期4室2厅东南,33.00,南,1室0厅1卫,6500
整租·中泰峰境3室2厅南,33.00,南,1室0厅1卫,2300
整租·第一国际1室0厅南,33.00,南,1室0厅1卫,4500
整租·万科紫台4室2厅西南,33.00,南,1室0厅1卫,5800
整租·中海·十里溪境3室2厅南,33.00,南,1室0厅1卫,2200
整租·保利松湖和府2室1厅北,33.00,南,1室0厅1卫,1500
整租·万科城市高尔夫花园3室2厅南,33.00,南,1室0厅1卫,3300
整租·万科珠江东岸六期3室2厅南,33.00,南,1室0厅1卫,1300
整租·碧桂园中心2室2厅东南,33.00,南,1室0厅1卫,1950
整租·正德名居商住楼1室0厅西,33.00,南,1室0厅1卫,1200
整租·维多利花园3室2厅东,33.00,南,1室0厅1卫,1000
整租·常康花园2室1厅西北,33.00,南,1室0厅1卫,1200
整租·理想沁园2室1厅东,33.00,南,1室0厅1卫,1800
整租·中惠丽阳时代1室1厅东南,33.00,南,1室0厅1卫,1500
整租·丰华翠苑4室2厅东南,33.00,南,1室0厅1卫,2800
整租·中海·十里溪境3室2厅南,33.00,南,1室0厅1卫,2200
整租·万科珠江东岸六期3室2厅西,33.00,南,1室0厅1卫,1100
整租·松山湖教师村3室2厅南,33.00,南,1室0厅1卫,3000
整租·融创公园首府3室2厅南,33.00,南,1室0厅1卫,2200
整租·花和小城2室2厅南,33.00,南,1室0厅1卫,1800
整租·恒大华府1室1厅南,33.00,南,1室0厅1卫,1700
整租·滨江豪园4室2厅南/北,161.53,南,4室2厅3卫,3100
整租·中惠沁林山庄1室0厅南,161.53,南,4室2厅3卫,900
整租·世纪康城2室2厅北,161.53,南,4室2厅3卫,1700
整租·班芙春天3室2厅南,161.53,南,4室2厅3卫,1600
整租·欧陆庭苑2室2厅南,161.53,南,4室2厅3卫,1500
整租·万科首铸东江之星1室0厅西北,161.53,南,4室2厅3卫,1500
整租·翡翠山湖3室2厅错层南,161.53,南,4室2厅3卫,2700
整租·华阳湖1号4室2厅西南,161.53,南,4室2厅3卫,2500
整租·丰泰东海城堡3室2厅东南/南,161.53,南,4室2厅3卫,2600
整租·东兴花园3室2厅东,161.53,南,4室2厅3卫,1600
整租·深莞时代2室1厅南,161.53,南,4室2厅3卫,1500
整租·希尔顿广场1室0厅北,161.53,南,4室2厅3卫,2000
整租·皇朝阁1室1厅东南,161.53,南,4室2厅3卫,1100
整租·龙泉都市华庭1室0厅南,161.53,南,4室2厅3卫,4500
整租·碧桂园十里江湾3室2厅南,161.53,南,4室2厅3卫,1500
整租·虎门港企业总部大厦1室0厅西南,161.53,南,4室2厅3卫,9300
整租·恒大御景半岛3室2厅西南,161.53,南,4室2厅3卫,1500
整租·盈翠曦园3室2厅南,161.53,南,4室2厅3卫,2800
整租·凯东新城3室2厅南/北,161.53,南,4室2厅3卫,2300
整租·祥利花园3室2厅南,161.53,南,4室2厅3卫,2600
整租·长城世家6室3厅南,161.53,南,4室2厅3卫,5800
整租·东盛大厦3室2厅西南,161.53,南,4室2厅3卫,2000
整租·江畔豪庭贝悦湾1室1厅南,161.53,南,4室2厅3卫,1200
整租·大富豪广场3室2厅东,161.53,南,4室2厅3卫,1200
整租·万达华府1室1厅东南,161.53,南,4室2厅3卫,1500
整租·伟隆国际澜郡4室2厅南,161.53,南,4室2厅3卫,2500
整租·珠江万科城3室1厅南,161.53,南,4室2厅3卫,2200
整租·海伦苑3室2厅东南,161.53,南,4室2厅3卫,1100
整租·富盈松湖公馆3室2厅南,161.53,南,4室2厅3卫,3200
整租·万达华府1室1厅南,161.53,南,4室2厅3卫,1700
整租·怡丰公寓1室0厅北,35.00,东,1室0厅1卫,1500
整租·冠科泊樾湾1室1厅南,35.00,东,1室0厅1卫,1600
整租·万科首铸东江之星1室1厅南,35.00,东,1室0厅1卫,1600
整租·华侨城纯水岸3室2厅东南,35.00,东,1室0厅1卫,3000
整租·紫云壹号3室2厅东南,35.00,东,1室0厅1卫,3500
整租·金田花园3室2厅东南,35.00,东,1室0厅1卫,1700
整租·阳光海岸3室2厅北,35.00,东,1室0厅1卫,2500
整租·卓越晴熙云翠4室2厅南/北,35.00,东,1室0厅1卫,4000
整租·卓越中寰2室1厅东,35.00,东,1室0厅1卫,2200
整租·长安碧桂园4室2厅东/南,35.00,东,1室0厅1卫,4500
整租·德洲丹缇轩5室2厅东/南,35.00,东,1室0厅1卫,3000
整租·天骄峰景5室2厅错层南,35.00,东,1室0厅1卫,13000
整租·建鼎·源悦4室2厅南,35.00,东,1室0厅1卫,3000
整租·保利红珊瑚花园4室2厅南,35.00,东,1室0厅1卫,4500
整租·新世纪颐龙湾3室2厅北,35.00,东,1室0厅1卫,2500
整租·新世纪颐和居2室1厅东南,35.00,东,1室0厅1卫,2200
整租·北大资源御湾4室2厅南,35.00,东,1室0厅1卫,4800
整租·新中银·金色华庭1室0厅东南,35.00,东,1室0厅1卫,1400
整租·财富新地花园2室2厅南,35.00,东,1室0厅1卫,2500
整租·花样年华1室0厅南,35.00,东,1室0厅1卫,1500
整租·嘉宏松湖里的鱼3室2厅南,35.00,东,1室0厅1卫,3000
整租·碧桂园天麓山三期3室2厅东,35.00,东,1室0厅1卫,1700
整租·G1蜂汇1室1厅南,35.00,东,1室0厅1卫,1400
整租·江滨花园五期1室1厅南,35.00,东,1室0厅1卫,1300
整租·中央盛景3室2厅东南,35.00,东,1室0厅1卫,2500
整租·时代倾城3室2厅东南,35.00,东,1室0厅1卫,2300
整租·御鹿华庭C期2室1厅南,35.00,东,1室0厅1卫,1500
整租·万象府4室2厅南,35.00,东,1室0厅1卫,6000
整租·地标大厦3室2厅南,35.00,东,1室0厅1卫,2200
整租·恒大御景1室0厅西南,35.00,东,1室0厅1卫,450
整租·绿地商业广场2室1厅南,46.00,南,2室1厅1卫,1600
整租·华艺大厦3室2厅南/北,46.00,南,2室1厅1卫,2600
整租·万科汉邦松湖半岛3室2厅东南/南,46.00,南,2室1厅1卫,3500
整租·卓越弥敦道3室2厅南,46.00,南,2室1厅1卫,1800
整租·光大景湖时代城3室2厅东南,46.00,南,2室1厅1卫,3200
整租·方中兰亭轩1室0厅南,46.00,南,2室1厅1卫,1500
整租·万科金域国际2室1厅东南,46.00,南,2室1厅1卫,2500
整租·保利时区4室2厅南,46.00,南,2室1厅1卫,3800
整租·北大资源御湾3室2厅南,46.00,南,2室1厅1卫,2500
整租·东骏朗晴居2室1厅东南/南,46.00,南,2室1厅1卫,2300
整租·御景花园3室2厅南,46.00,南,2室1厅1卫,1800
整租·安联尚璟4室2厅南,46.00,南,2室1厅1卫,3000
整租·寰宇汇金中心3室1厅东南,46.00,南,2室1厅1卫,6500
整租·粤港湾华堂里·3号4室2厅南,46.00,南,2室1厅1卫,3500
整租·海逸豪庭尚都4室2厅东南,46.00,南,2室1厅1卫,6800
整租·保利时区4室2厅南,46.00,南,2室1厅1卫,5000
整租·东城中心4室2厅南/北,46.00,南,2室1厅1卫,3500
整租·盈丰商住中心2室1厅西北,46.00,南,2室1厅1卫,2000
整租·怡丰都市广场2室1厅东北,46.00,南,2室1厅1卫,1500
整租·清溪碧桂园翡翠湾3室2厅东南,46.00,南,2室1厅1卫,2600
整租·时尚岛蓝钻2室1厅东北,46.00,南,2室1厅1卫,2500
整租·建鼎·源悦3室2厅南,46.00,南,2室1厅1卫,2800
整租·中海松湖林语4室2厅东南,46.00,南,2室1厅1卫,5000
整租·金地名著3室2厅东南,46.00,南,2室1厅1卫,3500
整租·万科金域广场2室2厅南,46.00,南,2室1厅1卫,2000
整租·保利时区3室2厅南,46.00,南,2室1厅1卫,2800
整租·金凯水都3室2厅南,46.00,南,2室1厅1卫,2800
整租·北大资源御湾3室2厅东北,46.00,南,2室1厅1卫,2600
整租·万科首铸东江之星1室1厅东南/南,46.00,南,2室1厅1卫,1300
整租·招商雍华府4室2厅西南,46.00,南,2室1厅1卫,2500
整租·时代荟3室2厅南/北,94.60,南,3室2厅2卫,2500
整租·万科金域国际1室1厅东南,94.60,南,3室2厅2卫,1400
整租·御花苑3室2厅东,94.60,南,3室2厅2卫,4000
整租·黄旗印象3室2厅东北,94.60,南,3室2厅2卫,3000
整租·保利首铸天际3室2厅南,94.60,南,3室2厅2卫,3800
整租·东城万达广场1室1厅北,94.60,南,3室2厅2卫,1600
整租·翡翠山湖3室2厅北,94.60,南,3室2厅2卫,2900
整租·枫木园小区2室2厅东南,94.60,南,3室2厅2卫,1500
整租·碧桂园天麓山一期3室2厅东北,94.60,南,3室2厅2卫,1700
整租·东成花园2室1厅南,94.60,南,3室2厅2卫,1600
整租·万科金域缇香4室2厅南,94.60,南,3室2厅2卫,2800
整租·信义怡翠豪园3室2厅南,94.60,南,3室2厅2卫,4200
整租·三正瑞士半山5室2厅南,94.60,南,3室2厅2卫,7200
整租·和光尘樾3室2厅南,94.60,南,3室2厅2卫,2000
整租·自来水公司宿舍4室2厅南,94.60,南,3室2厅2卫,2800
整租·花园新村3室1厅南,94.60,南,3室2厅2卫,800
整租·黄旗山1号4室2厅南,94.60,南,3室2厅2卫,10000
整租·松湖碧桂园一期3室2厅西南,94.60,南,3室2厅2卫,2700
整租·正德名居商住楼1室0厅西,94.60,南,3室2厅2卫,1200
整租·碧桂园天麓山一期3室2厅北,94.60,南,3室2厅2卫,1600
整租·碧桂园ParkRoyal1室1厅北,94.60,南,3室2厅2卫,2000
整租·碧桂园十里江湾3室2厅东南,94.60,南,3室2厅2卫,2500
整租·光大景湖时代城3室2厅西北,94.60,南,3室2厅2卫,3100
整租·东园大厦3室1厅北,94.60,南,3室2厅2卫,2800
整租·富盈山水华府3室2厅南,94.60,南,3室2厅2卫,2800
整租·瀚柏·青柠时代1室1厅东南,94.60,南,3室2厅2卫,1000
整租·德洲城一期2室1厅东北,94.60,南,3室2厅2卫,1400
整租·保利珑远国际广场2室1厅复式东南,94.60,南,3室2厅2卫,2600
整租·莲安苑2室2厅南,94.60,南,3室2厅2卫,4000
整租·富盈东方华府1室1厅东南,94.60,南,3室2厅2卫,2500
整租·万科首铸东江之星1室1厅西南,32.00,南,1室1厅1卫,1300
整租·龙光君御华府3室2厅南,32.00,南,1室1厅1卫,2400
整租·万科首铸东江之星1室1厅西北,32.00,南,1室1厅1卫,1400
整租·联邦花园2室2厅东南,32.00,南,1室1厅1卫,1700
整租·盛和雅颂花园3室2厅南,32.00,南,1室1厅1卫,2500
整租·新世纪豪园第一居4室2厅南,32.00,南,1室1厅1卫,20000
整租·碧桂园翡翠山3室2厅南,32.00,南,1室1厅1卫,1600
整租·星城翠珑湾三期4室2厅南,32.00,南,1室1厅1卫,3800
整租·凤凰城环湖居5室3厅复式南,32.00,南,1室1厅1卫,3500
整租·莞民投·众筑悦璟台3室2厅东南,32.00,南,1室1厅1卫,2900
整租·清溪碧桂园锦多宝2室2厅复式南,32.00,南,1室1厅1卫,1300
整租·万达华府1室1厅北,32.00,南,1室1厅1卫,2600
整租·龙光江南大境4室2厅南,32.00,南,1室1厅1卫,4500
整租·金月湾花园3室2厅东南,32.00,南,1室1厅1卫,4500
整租·粤港花园2室2厅西,32.00,南,1室1厅1卫,1700
整租·合信地王广场3室2厅南,32.00,南,1室1厅1卫,2500
整租·裕大·知府3室2厅南,32.00,南,1室1厅1卫,3500
整租·龙光君御华府3室2厅南,32.00,南,1室1厅1卫,2300
整租·新世界花园4室2厅南,32.00,南,1室1厅1卫,18000
整租·金地卓越松湖悦湾3室2厅西南,32.00,南,1室1厅1卫,2500
整租·华凯豪庭3室1厅北,32.00,南,1室1厅1卫,3000
整租·中天悦府3室1厅南,32.00,南,1室1厅1卫,2600
整租·万达华府1室1厅东南,32.00,南,1室1厅1卫,1400
整租·怡丰都市广场2室1厅北,32.00,南,1室1厅1卫,1600
整租·海霞新都会1室1厅东南,32.00,南,1室1厅1卫,1100
整租·光大景湖时代城3室2厅南,32.00,南,1室1厅1卫,3200
整租·万科棠樾四期2室2厅南,32.00,南,1室1厅1卫,3000
整租·新天美地花园3室2厅南,32.00,南,1室1厅1卫,2200
整租·万达御湖公馆4室2厅南,32.00,南,1室1厅1卫,4800
整租·万科中天城市花园3室2厅南,32.00,南,1室1厅1卫,3000
整租·星河传说迪纳公寓3室2厅北,88.00,东,3室2厅2卫,4500
整租·虎门印象4室2厅南/北,88.00,东,3室2厅2卫,3500
整租·中天南国雅苑2室2厅东北,88.00,东,3室2厅2卫,1700
整租·中惠香樟绿洲3室2厅西南,88.00,东,3室2厅2卫,2500
整租·珑远翠珑湾4室2厅东南,88.00,东,3室2厅2卫,3600
整租·保利欢乐大都汇1室1厅东南,88.00,东,3室2厅2卫,1800
整租·汇龙湾2室1厅南,88.00,东,3室2厅2卫,2200
整租·万达华府1室1厅南,88.00,东,3室2厅2卫,2000
整租·万科珠江东岸一期3室2厅南,88.00,东,3室2厅2卫,2000
整租·诚德中心2室1厅南,88.00,东,3室2厅2卫,1300
整租·新中银·金色华庭3室2厅东北,88.00,东,3室2厅2卫,3200
整租·大运城邦曦城2室2厅南,88.00,东,3室2厅2卫,2500
整租·寰宇汇金中心2室1厅东南,88.00,东,3室2厅2卫,2400
整租·卓越中寰1室0厅东,88.00,东,3室2厅2卫,1600
整租·恒大华府1室0厅东南,88.00,东,3室2厅2卫,1600
整租·鼎峰松湖雅境3室2厅南/北,88.00,东,3室2厅2卫,2200
整租·保利松湖和府3室2厅南,88.00,东,3室2厅2卫,1800
整租·松湖碧桂园一期3室2厅南,88.00,东,3室2厅2卫,2200
整租·中惠新城3室2厅南,88.00,东,3室2厅2卫,3800
整租·东泰花园景华苑3室2厅东南,88.00,东,3室2厅2卫,2300
整租·龙湖·金地天曜城3室2厅东南,88.00,东,3室2厅2卫,2000
整租·万达公馆2室2厅南,88.00,东,3室2厅2卫,3000
整租·景湖蓝郡一期君兰雅筑3室2厅东,88.00,东,3室2厅2卫,3600
整租·东骏朗晴居2室2厅东南,88.00,东,3室2厅2卫,2300
整租·北大资源御湾4室2厅南,88.00,东,3室2厅2卫,4500
整租·万科翡丽山4室2厅东南,88.00,东,3室2厅2卫,5000
整租·东瑞住宅区3室2厅南/北,88.00,东,3室2厅2卫,1500
整租·华美小区3室1厅南,88.00,东,3室2厅2卫,1000
整租·虎门万科云城1室0厅南,88.00,东,3室2厅2卫,300
整租·君源铂尔曼公馆1室1厅北,88.00,东,3室2厅2卫,1600
整租·松湖碧桂园·天钻3室2厅东/南,98.97,东,3室2厅2卫,3000
整租·湖柏山庄3室2厅西南,98.97,东,3室2厅2卫,1400
整租·城市大厦3室2厅南,98.97,东,3室2厅2卫,1800
整租·时尚岛蓝钻1室1厅南,98.97,东,3室2厅2卫,2000
整租·虎门万科云城1室0厅南,98.97,东,3室2厅2卫,300
整租·葡萄庄园4室2厅南,98.97,东,3室2厅2卫,3200
整租·联冠广场3室2厅南/北,98.97,东,3室2厅2卫,2500
整租·汇景豪庭4室2厅东南,98.97,东,3室2厅2卫,4000
整租·世纪康城3室2厅南,98.97,东,3室2厅2卫,2200
整租·万科金域国际1室0厅西南,98.97,东,3室2厅2卫,1200
整租·绿地商业广场2室1厅南,98.97,东,3室2厅2卫,1500
整租·格兰名筑1室1厅南,98.97,东,3室2厅2卫,2000
整租·丝绸宿舍3室2厅东南,98.97,东,3室2厅2卫,1600
整租·阳光城MODO3室2厅东南,98.97,东,3室2厅2卫,2200
整租·芳桂园2室1厅南,98.97,东,3室2厅2卫,2500
整租·泰禾新天地2室1厅东,98.97,东,3室2厅2卫,2500
整租·汇景御泉香山3室2厅南,98.97,东,3室2厅2卫,3400
整租·中旅舍宿舍3室2厅东南,98.97,东,3室2厅2卫,1100
整租·枫木园小区3室2厅东南,98.97,东,3室2厅2卫,1200
整租·卓越中寰2室1厅复式南,98.97,东,3室2厅2卫,1900
整租·时代荟3室2厅南,98.97,东,3室2厅2卫,1700
整租·鼎峰卡布斯1室0厅西北,98.97,东,3室2厅2卫,1800
整租·保利欢乐大都汇1室0厅南,98.97,东,3室2厅2卫,1600
整租·锦绣城市花园2室2厅南,98.97,东,3室2厅2卫,1800
整租·中海·十里溪境1室1厅南,98.97,东,3室2厅2卫,1600
整租·保利欢乐大都汇1室1厅东南,98.97,东,3室2厅2卫,1200
整租·碧桂园十里江湾3室2厅南,98.97,东,3室2厅2卫,1500
整租·联华花园城3室2厅东南,98.97,东,3室2厅2卫,2600
整租·碧桂园ParkRoyal1室1厅南,98.97,东,3室2厅2卫,2000
整租·碧桂园十里江湾3室2厅南,98.97,东,3室2厅2卫,2000
整租·玖颂江湾3室1厅南,78.00,南,3室1厅1卫,2300
整租·东实旗云花园2室2厅东南,78.00,南,3室1厅1卫,2000
整租·光大山湖城1室0厅西,78.00,南,3室1厅1卫,900
整租·卓越蔚蓝城邦2室2厅南,78.00,南,3室1厅1卫,1800
整租·保利海棠3室2厅南,78.00,南,3室1厅1卫,2100
整租·珠江万科城3室2厅东北,78.00,南,3室1厅1卫,2550
整租·东城万达广场1室0厅西南,78.00,南,3室1厅1卫,1800
整租·中惠香樟绿洲5室2厅南,78.00,南,3室1厅1卫,5500
整租·花园新村3室2厅东南,78.00,南,3室1厅1卫,1300
整租·丰泰华园山庄4室3厅错层东南,78.00,南,3室1厅1卫,4300
整租·星河时代花园4室2厅东南,78.00,南,3室1厅1卫,2800
整租·汇星商业中心1室0厅南,78.00,南,3室1厅1卫,1200
整租·中惠香樟半岛花园1室1厅北,78.00,南,3室1厅1卫,1300
整租·沙田碧桂园滨江豪园4室2厅南,78.00,南,3室1厅1卫,4000
整租·万科皇马郦宫4室2厅西南/西,78.00,南,3室1厅1卫,7000
整租·星城翠珑湾五期2室2厅南,78.00,南,3室1厅1卫,2800
整租·班芙春天3室2厅南,78.00,南,3室1厅1卫,2300
整租·碧桂园十里江湾3室2厅东/东南,78.00,南,3室1厅1卫,1700
整租·富民花园3室2厅西南,78.00,南,3室1厅1卫,2000
整租·浙商大厦2室1厅西南,78.00,南,3室1厅1卫,2000
整租·时代天境3室2厅南,78.00,南,3室1厅1卫,2500
整租·利丰时代3室2厅南,78.00,南,3室1厅1卫,1000
整租·新世纪领居C区1室0厅南,78.00,南,3室1厅1卫,1500
整租·保利生态城褐石小镇2室2厅东南,78.00,南,3室1厅1卫,1600
整租·万科金域松湖花园一期4室2厅东南,78.00,南,3室1厅1卫,3600
整租·保利红珊瑚花园4室2厅南/北,78.00,南,3室1厅1卫,5300
整租·金地格林上院4室2厅东南,78.00,南,3室1厅1卫,3000
整租·长安万科中心1室1厅西南,78.00,南,3室1厅1卫,12450
整租·卓越华堂时光2室2厅东南,78.00,南,3室1厅1卫,2300
整租·万科首铸东江之星1室0厅东,78.00,南,3室1厅1卫,8750
整租·新世纪颐龙湾4室2厅北,108.00,北,4室2厅2卫,2700
整租·中惠松湖城二期3室2厅东南,108.00,北,4室2厅2卫,2500
整租·万科中央公园一期4室2厅东南,108.00,北,4室2厅2卫,4300
整租·金地·艺境水岸2室2厅东北,108.00,北,4室2厅2卫,1800
整租·怡丰公寓1室0厅南,108.00,北,4室2厅2卫,1600
整租·中惠新城1室1厅南,108.00,北,4室2厅2卫,2400
整租·碧桂园翡翠山二期3室2厅南,108.00,北,4室2厅2卫,2200
整租·金地·艺境水岸2室1厅东南,108.00,北,4室2厅2卫,1800
整租·万科中心2室2厅南,108.00,北,4室2厅2卫,11000
整租·地标大厦2室1厅南,108.00,北,4室2厅2卫,1600
整租·保利珑远国际广场1室1厅东南,108.00,北,4室2厅2卫,1800
整租·鼎峰悦境3室2厅北,108.00,北,4室2厅2卫,3500
整租·香缤城市花园2室1厅东南,108.00,北,4室2厅2卫,1700
整租·世纪城国际公馆四期香榭里3室2厅东南,108.00,北,4室2厅2卫,3300
整租·星河传说迪纳公寓4室2厅南,108.00,北,4室2厅2卫,6200
整租·天诚康桥华苑1室1厅南,108.00,北,4室2厅2卫,1800
整租·绿地大都会0室0厅北,108.00,北,4室2厅2卫,2000
整租·地标广场3室2厅南,108.00,北,4室2厅2卫,3800
整租·碧桂园城央壹品3室2厅东南,108.00,北,4室2厅2卫,3200
整租·新里城西城道4室2厅东南,108.00,北,4室2厅2卫,2500
整租·宏川智汇中心2室1厅南,108.00,北,4室2厅2卫,2200
整租·丰华珑远翠珑湾2室1厅南,108.00,北,4室2厅2卫,3200
整租·中信德方斯2室1厅南,108.00,北,4室2厅2卫,2200
整租·大运城邦曦城3室2厅南/北,108.00,北,4室2厅2卫,2600
整租·中惠香樟绿洲1室1厅东南,108.00,北,4室2厅2卫,1500
整租·城市假日一期1室1厅东南,108.00,北,4室2厅2卫,1300
整租·中央财津2室1厅南,108.00,北,4室2厅2卫,2200
整租·龙泽居2室2厅东南,108.00,北,4室2厅2卫,1700
整租·沙田碧桂园滨江豪园4室2厅南/北,108.00,北,4室2厅2卫,2500
整租·星城翠珑湾四期2室2厅西,108.00,北,4室2厅2卫,2100
整租·星城翠珑湾四期2室2厅LOFT南,55.00,南,2室2厅2卫,2600
